,Toll Pathway of Drosophila Signaling Pathway_23868318,HH Pathway of Drosophila Signaling Pathways_23868318,Cortical Area Development_20862356,VEGF Pathway of Drosophila Signaling Pathway_23868318,FGF pathway of Drosophila Signaling Pathways_23868318,HCC1954 Breast Cell Line Short-term ErbB Network_24970389,SKBR3 Breast Cell Line Long-term ErbB Network_24970389,BT474 Breast Cell Line Long-term ErbB Network_24970389,B cell differentiation_26751566,HCC1954 Breast Cell Line Long-term ErbB Network_24970389,Body Segmentation in Drosophila 2013_23520449,SKBR3 Breast Cell Line Short-term ErbB Network_24970389,Human Gonadal Sex Determination_26573569,Regulation of the L-arabinose operon of Escherichia coli_28639170,Death Receptor Signaling_20221256,Mammalian Cell Cycle_19118495,Cardiac development_23056457,Processing of Spz Network from the Drosophila Signaling Pathway_23868318,Lac Operon_21563979
13,,0.0,,0.04895659220533852,0.025684800138261393,0.13017969674818744,0.6817488097071418,0.17754658608097948,0.07373208045550599,0.03718504227777438,0.4992142249020986,0.15671203882525492,,0.31118033947783874,0.982136363942678,,,0.19825456401271283,0.6418327058924512
14,,0.0,,0.05347085033602135,0.03052055962029998,0.13399032150408738,0.7133065765871938,0.18719818577578579,0.07971570240608422,0.0407761167752241,0.5356161129034165,0.17373453520364077,,0.3427249281404553,0.9956048710156203,,,0.21777487260878253,0.6651147566081032
15,,0.0,,0.05758112985101463,0.03270306509743067,0.14962499957826872,0.7329615540924447,0.19821643601246988,0.08674021558330967,0.04334182945665592,0.5597719605124404,0.18357819002389378,,0.360978084283944,1.0,,,0.22268226825787102,0.6928967531903337
16,,0.0,,0.06101316180890747,0.03427160823661648,0.1550001497671779,0.7476198977512338,0.21652478260394428,0.09056281834385843,0.04622212692321096,0.5682920844048356,0.18795856060545954,,0.3849681390088864,,,,0.22847194351093672,0.7073169118809045
17,,0.0,,0.06317895383298554,0.035756426555374296,0.16888111597922068,0.8066901342581405,0.223814117820413,0.09455056221620321,0.0517863399957134,0.5871121333333674,0.2014895981740418,,0.41372743222992386,,,,0.24008315051678386,0.72895359696832
18,,0.0,,0.06692352727946327,0.036936100822021437,0.17601595357072305,0.8231945408999092,0.2310764635129588,0.09754632848582734,0.056270046415172414,0.6140478327673484,0.2163328116864078,,0.423585654803799,,,,0.2446296154849877,0.7390096500516057
19,,0.0,,0.07299841094757056,0.03898719111390378,0.18213996975300703,0.8353755695306554,0.23829695440961463,0.10255828850257591,0.05928273357706169,0.6369166282073851,0.2224876210910898,,0.43476547446570973,,,,0.24995940268320488,0.7525034098478726
20,,0.0,,0.07680797187751151,0.03930936691156563,0.17613327263604492,0.8482458438468821,0.24704428584717256,0.11242878297856236,0.061181211463008034,0.6310916497201614,0.24122961334628923,,0.4904588792108501,,,,0.29523889352113053,0.7690859008883283
21,,0.0,,0.08187954018271328,0.04016383562584177,0.18226508699425528,0.857761198848304,0.25641612056023644,0.11701574663974233,0.063951641474877,0.6387210051678075,0.24880281633168774,,0.5051846659713167,,,,0.30863526512093725,0.7804518521456567
22,,0.0,,0.08332637129201388,0.042649806310809994,0.1888116205372222,0.864265913665528,0.2664818125472937,0.1215168598465771,0.06774410657214282,0.6635768040478704,0.25852149020170423,,0.528464404838029,,,,0.3147686539759986,0.7857134605100833
23,,0.0,,0.08745919393903605,0.04691898884590221,0.196520414219825,0.8719318604762273,0.276619550351399,0.12635768170785433,0.07176208195025272,0.7017002014177122,0.2687155552143385,,0.5486583661562363,,,,0.32093979725043736,0.789015397905568
24,,0.0,,0.09215317313142715,0.048092681408582444,0.2190306698978708,0.8762887531599254,0.2875134227072799,0.13157817819182163,0.0752081328268437,0.7140835814624509,0.28167946671081495,,0.5642163447451425,,,,0.33314858038451,0.7981092699309196
25,,0.0,,0.09597661961111434,0.0498810976420254,0.22835984821012628,0.8899536999231324,0.3000662455263637,0.14335207271632933,0.07651243650152925,0.7273997307638769,0.2918811587336966,,0.5769766219935776,,,,0.34160777079450577,0.8115854559569183
26,,0.0,,0.09972577636553173,0.051695178939016526,0.2384765770979892,0.8974523620192433,0.31370407393208666,0.15002395171568456,0.0778168897520854,0.7502804326138085,0.3028096703216818,,0.5971014816658147,,,,0.3483064569349844,0.8164222036163872
27,,0.0,,0.10374421627032776,0.0526303901944161,0.2494849765279751,0.9003468284454128,0.32664215217520787,0.1573164751196714,0.07905926036595447,0.7745398307513047,0.31454554399235346,,0.6111067195485773,,,,0.351793918741353,0.832048078078288
28,,0.0,,0.10759178042706348,0.05294934828229781,0.26150836649312614,0.9006089664587451,0.3406388085791967,0.16532046962903862,0.08219173664531253,0.7853184925876858,0.3321677572298509,,0.6184275086624018,,,,0.36638552580359984,0.8376491135096791
29,,0.0,,0.1105738441323997,0.05454809281936788,0.2746939065766375,0.9020633141935941,0.35810603740436436,0.1741453932115032,0.08384027868400074,0.8117697507698434,0.346220680958976,,0.6289154665099056,,,,0.37916934919123385,0.8426213153969709
30,,0.0,,0.11420216227997879,0.05671542892064743,0.28921864918119655,0.9075684055509206,0.3748584275793006,0.18392437062171854,0.08581615624494789,0.8172934953658092,0.3642179710946049,,0.6536114095853028,,,,0.38420218288273905,0.8539626397424792
31,,0.0,,0.11973387021656873,0.062392303372867074,0.3052975358406841,0.9061520749800336,0.3799243499889665,0.194820955400603,0.08749876386728382,0.8313322926402799,0.38104907408439737,,0.67356782753291,,,,0.39295746763842426,0.8603086559539664
32,,0.0,,0.12468144996894974,0.06472576642798913,0.3093680541148278,0.9017125406944387,0.38512348991577255,0.1963913704311925,0.08908986721076739,0.8483701688732306,0.38410319527456327,,0.6853672898613589,,,,0.3943690560130122,0.8631844839106484
33,,0.0,,0.1275519101839661,0.06984587925978057,0.31321091981926014,0.8975602962801459,0.3897861963886365,0.19809177296178979,0.08911819447293173,0.8584373017885293,0.38796069792186133,,0.6937522441841666,,,,0.41384094879751543,0.8713757928274418
34,,0.0,,0.13127209948621796,0.071251342474119,0.31771710653231305,0.8991566232893501,0.3952496967959838,0.19971668618464408,0.09076685520983248,0.8700647993400855,0.39229102417458966,,0.7028183563250505,,,,0.4258750340821511,0.8760668324549417
35,,0.0,,0.13653716791149187,0.07479395366223263,0.32235019340701315,0.9302326269836243,0.40086251417363056,0.20136758306803493,0.09141704935525548,0.8739658901695493,0.39796157658095915,,0.7158462618417171,,,,0.42815855281545806,0.8913948567065642
36,,0.0,,0.1397778338304386,0.07650220641622413,0.3265125088546091,0.9288355517053298,0.4066308545556211,0.20272039721458426,0.0934431896532465,0.8759288010272233,0.4012832668884692,,0.7201147580827324,,,,0.4378868982731062,0.895423744459274
37,,0.0,,0.14403163183412607,0.07899657369743514,0.33098588341449603,0.9619973058541968,0.429763646618873,0.20460453944048454,0.09444673402284981,0.8838641105466468,0.407208855899895,,0.7286852856955419,,,,0.45330057572071136,0.8986655100592348
38,,0.0,,0.14757581501155229,0.08151529071288341,0.3360030195538215,0.9693142855984492,0.4363669393001138,0.20633484961266818,0.09629213390331008,0.8904118637897334,0.41177104220111055,,0.7421462661932263,,,,0.47142233442840836,0.8994691611715011
39,,0.0,,0.15024406192175313,0.08278352820836393,0.34116941362108755,0.9650771976712703,0.44316903681997444,0.20784445601185308,0.09737816316107605,0.9063677791375565,0.41329386563664555,,0.7559511451882325,,,,0.47776745673244436,0.9092211693333213
40,,0.0,,0.15292478393440334,0.08888674024663619,0.34649182673820944,0.964170494481686,0.4492911064329232,0.20963488686990242,0.0981229704777023,0.9084701740967576,0.41957242335179307,,0.7623862166420295,,,,0.48826864925776653,0.9151110741934672
41,,0.0,,0.15545500505870505,0.0915799804023151,0.3515138845949689,,0.4555788167159734,0.21284824223931315,0.09869457132541581,0.9116410658092094,0.42325451071451214,,0.7746774992725188,,,,0.4958483617773646,0.9165641327318348
42,,0.0,,0.1599357763507293,0.09441388775881594,0.35715577247172475,,0.4629763555941628,0.2147235021004995,0.0994473228719578,0.9127026732532311,0.4269995409520175,,0.7895048408530037,,,,0.4979989699108278,0.9328587224020557
43,,0.0,,0.16232510635241815,0.09574209943036573,0.3629758878879424,,0.4706099362972095,0.2166599484683257,0.09965773909137118,0.9132343519445368,0.42935641394068275,,0.7952825172523911,,,,0.505377296271813,0.9343326548173069
44,,0.0,,0.16488111132194208,0.09806337054366313,0.36847488049866767,,0.4784910394774063,0.21881742678618832,0.1001402420261426,0.914232825916895,0.4338238513005512,,0.7971258522195842,,,,0.5081987950104586,0.9353513548874768
45,,0.0,,0.16702254631084673,0.09876122524726706,0.37413785908927893,,0.4866319025880603,0.2208012525263116,0.10092649395890518,0.9153001373027219,0.43898582260197455,,0.807090709403784,,,,0.5153872876963405,0.9368324018906292
46,,0.0,,0.17163562476620223,0.09958773671158584,0.3799722700517316,,0.49504558328851117,0.22366952435820187,0.10585343156997046,0.9222953750207212,0.4442679377321674,,0.8140810452507262,,,,0.5255979004092078,0.9381318262784836
47,,0.0,,0.17608172448063975,0.10080957273758318,0.3865419007533721,,0.5037460293322908,0.2275212262924045,0.10609084184007753,0.9231429451207986,0.4483824789169658,,0.8239662741241139,,,,0.5327865084145539,0.9501323922479202
48,,0.0,,0.17997316526630638,0.10250892953537104,0.39333589999880947,,0.5127481557252157,0.22986925577399694,0.10632928387401426,0.9253194390312013,0.45441515005353383,,0.8265973167427009,,,,0.5422698027806135,0.9520309799839243
49,,0.0,,0.18332422063641757,0.10396838165102386,0.39565242409434537,,0.5220679300512513,0.23421665300526584,0.10699709297731215,0.9258650768866308,0.45737174824389076,,0.8345879845595385,,,,0.5488781625701716,0.9544225725352327
50,,0.0,,0.18692225314097305,0.10531703102604134,0.4034887546526894,,0.5317224669929922,0.23510188758425835,0.10767306236557521,0.9264113225173949,0.46563624491573946,,0.8377074076145062,,,,0.5591412256195306,0.9546383535563694
51,,0.0,,0.18997045745121213,0.10933140603908367,0.4108792311890718,,0.5404592024878999,0.23899628614487364,0.10855045117682004,0.9269581769395431,0.46873638013217195,,0.8404233794820343,,,,0.580364015705949,0.9555023685249954
52,,0.0,,0.19150372289716788,0.10920445744276329,0.41958002003775513,,0.5507919960538309,0.24161397888120167,0.10899435286349361,0.928053716233526,0.4747382046029236,,0.8411050141841016,,,,0.5896741526465181,0.9558868333585877
53,,0.0,,0.19448598898991884,0.11175764300602287,0.4268841994128331,,0.5587972093105893,0.24610296014766986,0.1096950253107762,0.935234746140119,0.48056318546161675,,0.8511092857264557,,,,0.6012765132694501,0.9567288351421673
54,,0.0,,0.20201052605547923,0.1180539686909781,0.4306986394454712,,0.5684274752844843,0.2553375458380252,0.12067650896289048,0.9382345767889329,0.47850874266862753,,0.8752158355760632,,,,0.6294189294227434,0.9606949374284681
55,,0.0,,0.20585993134861774,0.12011469909241515,0.4391003048811527,,0.5798367042658279,0.2606394961285256,0.12122178668269744,0.9412526393679679,0.4853572958371308,,0.8781691618885201,,,,0.6410708154873238,0.9619125225114512
56,,0.0,,0.21014233536217347,0.1220912203675739,0.4412508638475829,,0.5917006662854878,0.26287667547742993,0.12177186884344507,0.945210747958456,0.49024508740481876,,0.8807690786638771,,,,0.6502313145340766,0.9632739143606279
57,,0.0,,0.21241730295060593,0.12519242296231523,0.4499876091557936,,0.6040471003006593,0.2657134418217498,0.1223268192239909,0.945778761112161,0.4927077898903301,,0.8837117270756725,,,,0.6621076744656539,0.9638584455666624
58,,0.0,,0.21601492714216775,0.12761532065468684,0.46008203050329044,,0.6169060482170902,0.2708277172014383,0.12954638829673948,0.9463474198179451,0.4961683167202232,,0.8893693781726978,,,,0.6645337373855658,0.8964757313354216
59,,0.0,,0.2209450644391345,0.12940804888580187,0.4634664453725426,,0.6286036007216799,0.27642275306415304,0.13764381872501782,0.9467743381531452,0.4996763499586057,,0.8942813637019494,,,,0.6677286373550715,0.896862704112291
60,,0.0,,0.22556724028742092,0.13443438494851656,0.4723495562304685,,0.6407420483670466,0.2783141213477186,0.1467895901557208,0.9469167251769478,0.5048493997763539,,0.8973115803323447,,,,0.6808127602412821,0.8980254430094515
61,,0.0,,0.22899047258644684,0.1359662232850097,0.4815714040021545,,0.6533467967576013,0.28346687012843175,0.1468020118498827,0.9499878670694242,0.5084780428862,,0.9010907513223455,,,,0.6944054245888698,
62,,0.0,,0.23313801754938704,0.1382404013804944,0.4850125988061633,,0.6570375814352116,0.2871976056907715,0.1486505905124312,0.9530778958647484,0.5138304919006554,,0.9042145549165471,,,,0.7076372613086207,
63,,0.0,,0.23690404404731674,0.1419399039627492,0.49472849351885223,,0.6683584458286546,0.29094156320192316,0.14921277315077594,0.9272737131586691,0.5206291714322351,,0.9066695621759709,,,,0.7103993579397803,
64,,0.0,,0.2397293248376824,0.14418773307187094,0.49973049444322487,,0.6722172412026671,0.296849301877585,0.14930259420839326,0.927417497662929,0.5229344184674227,,0.9094344426817182,,,,0.7131825440310259,
65,,0.0,,0.24244614589926078,0.1447518204224653,0.5048323660040086,,0.6761198318804508,0.30116515377422254,0.1495082964149236,0.9275613242703843,0.5268209182074399,,0.9126142421326321,,,,0.7271272662952488,
66,,0.0,,0.2452241778999258,0.14683353229568086,0.5187348242077061,,0.6921834055806763,0.30523073957176966,0.14971455268754544,0.9005183400707286,0.5285488290859827,,0.9154141725591298,,,,0.73297536519329,
67,,0.0,,0.24889364999748004,0.14800746517002647,0.5205192507367323,,0.6963165721892085,0.30946942073163847,0.14976620359095133,0.90066160542192,0.5306845714630045,,0.9193417462129947,,,,0.7338785858306814,
68,,0.0,,0.2521665469678297,0.15071753651259878,0.5260468803958481,,0.7004983015566673,0.3167957547835767,0.1519275489955725,0.9008049137434823,0.5323972985900961,,0.9211146833166095,,,,0.7377568434799159,
69,,0.0,,0.2548464582239393,0.15362643291203915,0.5301396939355919,,0.7047294546251655,0.3244696052522168,0.15195412076380144,0.9009482650547508,0.5346440142740159,,0.9232753456859659,,,,0.7536780410108389,
70,,0.0,,0.25900634710103093,0.15578447691058486,0.5426929948064364,,0.709010912808679,0.3294533869663876,0.15313182389877258,0.9022008054170385,0.5402601042575771,,0.9248110418702623,,,,0.7599517166121257,
71,,0.0,,0.26213832668925124,0.15829792582165514,0.5470443291342795,,0.712255561276515,0.3325506447490108,0.16384243054516573,0.8605250397843279,0.5439850281220128,,0.9269177995544999,,,,0.7648876328890829,
72,,0.0,,0.26426806042669765,0.15968137786877604,0.5531402388535829,,0.7166272380874004,0.3351271105568226,0.16616260275061226,0.854418517360287,0.5503055691673631,,0.9287752713127376,,,,0.7728765862362511,
73,,0.0,,0.2672084433634064,0.16240991946255148,0.5582276958882458,,0.7210517545366247,0.3398456822984624,0.16622663543015814,0.8058859036083577,0.5545992882368169,,0.9322597253134951,,,,0.7794673795116788,
74,,0.0,,0.2699609587201637,0.1640010229175433,0.5610938862694336,,0.7244053968035693,0.34533557592192615,0.16648324981088003,0.8044456148535255,0.5555526757427705,,0.9330941444178585,,,,0.7895619754046588,
75,,0.0,,0.2731019629188441,0.16708918430933695,0.5751421228677248,,0.7289247159695005,0.34814179246346516,0.1667406406860061,0.8050738457391918,0.560191375550851,,0.9349871377237108,,,,0.7980647534243648,
76,,0.0,,0.2743479660744527,0.16920439573171994,0.5887554142836213,,0.7334995824606487,0.356242598295511,0.16995808057048578,0.8121335895080957,0.5648612932746725,,0.9358268494081387,,,,0.8021324943649,
77,,0.0,,0.2775972520328807,0.16995003011626145,0.5950897608783472,,0.7381310267147561,0.3586229238990232,0.17002500834675144,0.802058712341532,0.5655795669598014,,0.9396236034125699,,,,0.8029940295926661,
78,,0.0,,0.28033749290711996,0.17165535650946848,0.5992563504550956,,0.7416423733757389,0.365135512890563,0.17290063728167088,0.8092099146461106,0.5732303086444469,,0.9404713606194244,,,,0.8122975521294591,
79,,0.0,,0.2825366997563771,0.17462541721457028,0.6012292128412321,,0.7463753857949291,0.3712956243567286,0.17307377998716272,0.800881035147501,0.5781621981659198,,0.9413205930661939,,,,0.8170287733344569,
80,,0.0,,0.28573806322640294,0.17629334517468223,0.6052134339241794,,0.7499641609022683,0.374195593855262,0.17565874133404302,0.7917860155047398,0.581939497447009,,0.9432367799021589,,,,0.8218141812372042,
81,,0.0,,0.28942614433286906,0.17799299365836294,0.6072250438298011,,0.754802119609112,0.37896181078334196,0.17832045038031455,0.7846571532793138,0.5843248409955847,,0.9473068523561687,,,,0.8230191091307447,
82,,0.0,,0.2925719969638339,0.17972527624041612,0.6092498235251231,,0.7597016222814963,0.38179758429311933,0.18161308898765158,0.7888335215841545,0.5857652210277333,,0.9481680266060293,,,,0.8327843538446729,
83,,0.0,,0.2963067101882297,0.1847228797981827,0.6141638075853779,,0.7606272260511587,0.38835830795605786,0.18445591997197627,0.7821874481550876,0.5891531883841431,,0.9488148982863454,,,,0.8377524479717967,
84,,0.0,,0.3011206371124965,0.1860300447014081,0.621049004055419,,0.764351851058006,0.39189995310490405,0.18898023245581544,0.7749083471193173,0.5896403061016803,,0.9518449159040012,,,,0.8427788610485982,
85,,0.0,,0.30283535276706497,0.18833957818223312,0.6231654538807208,,0.7693739854975865,0.39453777824446074,0.18947570487573334,0.7813295244068397,0.597142422636354,,0.9537481676061963,,,,0.844044697168336,
86,,0.0,,0.3052132628474207,0.19015502371029272,0.6277282361824518,,0.7744612232065906,0.39652697942048565,0.192566983145237,,0.6002562318873024,,0.9546206713921164,,,,0.8518798582611,
87,,0.0,,0.3082177948409673,0.1920053509433849,0.6298897072847981,,0.7796148383704127,0.3992265981355491,0.19265248328069945,,0.605345819358139,,0.956260770878532,,,,0.8558510537987409,
88,,0.0,,0.30935056382971393,0.1935430326732627,0.6387581104631803,,0.7848361386435267,0.4019626027486391,0.19660625278175414,,0.6128245637660295,,0.9584560405180367,,,,0.8639031432472584,
89,,0.0,,0.31196357802790775,0.1957176974378828,0.6461986288420063,,0.7901264662556672,0.4143461511315835,0.19669432866176814,,0.6168448556796124,,0.962764888489694,,,,0.8665646087574354,
90,,0.0,,0.3134122787880131,0.1976440197921161,0.6484870747951721,,0.7941403387056077,0.4201669466419575,0.19998574324602583,,0.6185530577846504,,0.9636533761270006,,,,0.8706712315180735,
91,,0.0,,0.31570879928024526,0.19923904554001617,0.6561532793539142,,0.7954871991621744,0.4280069271385049,0.19980991874701587,,0.6246052069181995,,0.9663283532242942,,,,0.8760927182958588,
92,,0.0,,0.3186892432655656,0.202057952346425,0.6639997226297577,,0.7995548020307441,0.4293286943623511,0.20321299620328792,,0.6288888686235924,,0.9672231978145823,,,,0.8802884324753689,
93,,0.0,,0.3219302180139902,0.20358450936762207,0.6720328365715819,,0.8036634138947292,0.4324928103235186,0.20330718873517786,,0.6344654183254994,,0.9699173481686594,,,,0.8816669971058283,
94,,0.0,,0.3260741048807295,0.20520501468375046,0.680259362850816,,0.8092064339699094,0.4354093876397027,0.2068292806463338,,0.6404830152559028,,0.9710441881967234,,,,0.894267014195173,
95,,0.0,,0.3282920896366802,0.20867042144098064,0.6886863717314886,,0.8134131794733154,0.437830040301995,0.21047333470170465,,0.6440547177675182,,0.9719474803503436,,,,0.898635328604274,
96,,0.0,,0.33172862810757514,0.21168561069427025,0.6973212823368987,,0.8151786834368089,0.4408181655377461,0.21057425699072557,,0.6495382859580602,,0.9728523951210467,,,,0.9030456497184247,
97,,0.0,,0.33238402242780096,0.21374404435667163,0.6999801381500388,,0.819446735228837,0.44562214942954836,0.2151110201155033,,0.6522597984407567,,0.9739858270578832,,,,0.9074985863840752,
98,,0.0,,0.33524385201456364,0.2157247914353548,0.7021216316722813,,0.8205206099566135,0.45059318843662455,0.21896836953710003,,0.6553015907599745,,0.9744967031000848,,,,0.9089619399498994,
99,,0.0,,0.33764568452724286,0.2185837394531596,0.7048167001705439,,0.8248438753437844,0.45302356595565946,0.2232187051407341,,0.6583729185648202,,0.975064949906068,,,,0.9142129321771236,
100,,0.0,,0.3412627673436537,0.22053169802571876,0.7106347852007385,,0.826294917305259,0.45424634571683337,0.22728196503848724,,0.664481042009649,,0.9762033638081676,,,,0.9187746955398748,
101,,0.0,,0.34287572290617085,0.22114749583266302,0.7133946795570847,,0.8277509790581817,0.4546317334939348,0.22941347852000576,,0.667076690356235,,0.9766594478123705,,,,0.9214015050760564,
102,,0.0,,0.34667879387125816,0.2237292936956602,0.7180416953464085,,0.8292120866961824,0.4587175516670878,0.22986250621787824,,0.6737205916942004,,0.978709712058372,,,,0.9260340205562495,
103,,0.0,,0.3509899245710978,0.22572654415528437,0.7274208647789134,,0.830311244585841,0.46394444929526035,0.2300726451537595,,0.6798504122185441,,0.9796271379762301,,,,0.9307124205747964,
104,,0.0,,0.35388582983278943,0.22754140265933676,0.7326391651138627,,0.8362220684682515,0.4682657572437609,0.23457461571353455,,0.6829564289805801,,0.9804887333543922,,,,0.9337927960277574,
105,,0.0,,0.35693311239104497,0.22903185604532253,0.7341995156570688,,0.8377127055017841,0.4693642711302467,0.23582981835324526,,0.6837372773826285,,0.9816398047333861,,,,0.9346627566370853,
106,,0.0,,0.3579394086547597,0.23134911265574357,0.736552352486418,,0.8392085693709498,0.4745672159497464,0.2359560665299964,,0.6868782236126408,,0.9818703320479,,,,0.9394272291656407,
107,,0.0,,0.3589513293377605,0.23207147728483632,0.7395143653475479,,0.8407096876154435,0.48102565133557285,0.23854154175348674,,0.6948555525472238,,0.9823276934187329,,,,0.94217122868755,
108,,0.0,,0.36253803154420083,0.23482056622822883,0.7459124113935389,,0.8418389911587256,0.4833683765594387,0.24337906926342037,,0.6951245881188378,,0.9825585859357491,,,,0.9433520461268466,
109,,0.0,,0.3641265364123283,0.2379199770723714,0.7513961905083825,,0.844959992392385,0.48588334441638614,0.24841379230940253,,0.6975551177157207,,0.9835970375740328,,,,0.9531051294912868,
110,,0.0,,0.3667523066832262,0.24018970462774067,0.7550963825579582,,0.851078071911307,0.49064225365690867,0.2506781123799442,,0.6979618246894401,,0.9854968269239213,,,,0.9540107450117908,
111,,0.0,,0.36961709195587106,0.24204283713884941,0.7634489691624216,,0.8522349105760122,0.49465457687208475,0.2526907268663272,,0.7019975492419207,,0.98596208125297,,,,0.9581577782419918,
112,,0.0,,0.37069438781522845,0.2448259509774554,0.7659903626029201,,0.853394842029004,0.49896100956339523,0.25532566200159257,,0.7028218384752238,,0.9860202678578535,,,,0.9631606129134753,
113,,0.0,,0.37286771749470227,0.2474162785507119,0.7686554372164833,,0.8548491245052482,0.5028728964942984,0.2598779773957024,,0.7032346943213974,,0.9861948674513491,,,,0.9664555245009937,
114,,0.0,,0.3771510737107535,0.25021879427845456,0.774474832028728,,0.8557240330439351,0.5076460079257549,0.261263440161821,,0.703648025412195,,0.9866607582783895,,,,0.9715439389791536,
115,,0.0,,0.3822490651465609,0.2507663606873892,0.7771985053915708,,0.8568933176448251,0.5128368677308714,0.2618450254181608,,0.7085056148513021,,0.9879496529988592,,,,0.9732168662751889,
116,,0.0,,0.38470413613394705,0.25220948648662067,0.7804919407202111,,0.8584572548747923,0.5162176736600026,0.2624682043634455,,0.7104670900112767,,0.9881248318442977,,,,0.9738456723263575,
117,,0.0,,0.3866026960572822,0.2533433407042593,0.7838130030052191,,0.8600268095351243,0.5204158520620084,0.26250396474793763,,0.7195709898648562,,0.9883584969388197,,,,0.9747903777517656,
118,,0.0,,0.388519885826105,0.25670961430827505,0.786042564984562,,0.8616020119457375,0.5246691215594406,0.26313163712096443,,0.720003345462002,,0.9888223184487811,,,,0.9764743022502003,
