,Toll Pathway of Drosophila Signaling Pathway_23868318,HH Pathway of Drosophila Signaling Pathways_23868318,Cortical Area Development_20862356,VEGF Pathway of Drosophila Signaling Pathway_23868318,SKBR3 Breast Cell Line Short-term ErbB Network_24970389,Regulation of the L-arabinose operon of Escherichia coli_28639170,Lac Operon_21563979
22,1.0,1.0,0.0286479309975981,1.0,0.8979216036915398,0.9901505025658759,0.9552495882198562
23,1.0,1.0,0.02838625843770366,1.0,0.9214978360028672,0.9908015989942149,0.9619145561213688
24,1.0,1.0,0.0286479309975981,1.0,0.9140499927932259,0.99061657492101,0.958736763584262
25,1.0,1.0,0.0286479309975981,1.0,0.9077943274388062,0.9906230280649873,0.9637863024226057
26,1.0,1.0,0.0286479309975981,1.0,0.919130187866357,0.9904988871511292,0.9634276723370461
27,1.0,1.0,0.03149768191160444,1.0,0.9109091550448704,0.9907332266848813,0.9544953650589301
28,1.0,1.0,0.03149768191160444,1.0,0.9095193869233124,0.9903823292510388,0.9591420677867712
29,1.0,1.0,0.03149768191160444,1.0,0.9040806789832352,0.9916295442220886,0.9579985780817599
30,1.0,1.0,0.03149768191160444,1.0,0.9262478525481603,0.9908551788829618,0.9586921816087149
31,1.0,1.0,0.03149768191160444,1.0,0.9139477801664475,0.9913282454802196,0.9577667994952901
32,1.0,1.0,0.0286479309975981,1.0,0.9142122134762326,0.9913861588979935,0.9643733258557101
33,1.0,1.0,0.0286479309975981,1.0,0.9174004792808234,0.9894960194966196,0.9560975820876058
34,1.0,1.0,0.0286479309975981,1.0,0.9143968603455807,0.9898427734318436,0.9642158714471395
35,1.0,1.0,0.03149768191160444,1.0,0.9126505117787931,0.991866071385972,0.9638551253539348
36,1.0,1.0,0.03149768191160444,1.0,0.9201373132299532,0.9899039097251373,0.9594599661196447
37,1.0,1.0,0.03149768191160444,1.0,0.9165139257035283,0.9907396010666774,0.9617888739086908
38,1.0,1.0,0.0286479309975981,1.0,0.9123576658514183,0.9909150817914604,0.9512703294205683
39,1.0,1.0,0.03149768191160444,1.0,0.9110822428697313,0.9907385392787781,0.9577495606525259
40,1.0,1.0,0.03149768191160444,1.0,0.9165009450585035,0.9903834318769341,0.9556171515884186
41,1.0,1.0,0.0286479309975981,1.0,0.9177547442935569,0.9902602423230736,0.9591266480287012
42,1.0,1.0,0.028603186709170694,1.0,0.9010613084465101,0.9909119551758601,0.9534846512955985
43,1.0,1.0,0.03149768191160444,1.0,0.9102153989398242,0.9913292401168826,0.9599637236448166
44,1.0,1.0,0.03149768191160444,1.0,0.9236716378707704,0.9902691712096605,0.956821441476087
45,1.0,1.0,0.0286479309975981,1.0,0.9348234609280034,0.9902635925751256,0.9557628224174325
46,1.0,1.0,0.03149768191160444,1.0,0.936327016492446,0.9908562275390643,0.9618847931240891
47,1.0,1.0,0.03149768191160444,1.0,0.913892134332001,0.9904367632896305,0.9588649998167252
48,1.0,1.0,0.0286479309975981,1.0,0.9112791346306321,0.9915677623466271,0.9586762174195285
49,1.0,1.0,0.0286479309975981,1.0,0.9263451953775123,0.9899062252054607,0.9568768759209523
50,1.0,1.0,0.0286479309975981,1.0,0.9341845860053848,0.9917444880339947,0.9596799240218813
51,1.0,1.0,0.03149768191160444,1.0,0.9005575622558448,0.9916884326860829,0.9598433439961618
52,1.0,1.0,0.03149768191160444,1.0,0.9182106529499655,0.9903801232405183,0.9555422706479565
53,1.0,1.0,0.03149768191160444,1.0,0.9046800104507581,0.9914519394461637,0.9589508367003509
54,1.0,1.0,0.03149768191160444,1.0,0.9194635492041977,0.9907994899983777,0.9543583093014044
55,1.0,1.0,0.0286479309975981,1.0,0.9090945446438268,0.9909698002696442,0.9612574301475778
56,1.0,1.0,0.03149768191160444,1.0,0.9321662174855291,0.9899627228614756,0.9607986165140807
57,1.0,1.0,0.0286479309975981,1.0,0.9186459202621083,0.9903812263722624,0.9605750016497162
58,1.0,1.0,0.0286479309975981,1.0,0.9047881029659378,0.9905598930683909,0.9569906016927466
59,1.0,1.0,0.0286479309975981,1.0,0.9077693146209936,0.9905598930683909,0.9582860130165994
60,1.0,1.0,0.0286479309975981,1.0,0.9011052371861886,0.9905577276616124,0.9546565777418524
61,1.0,1.0,0.03172613062345701,1.0,0.9195325607858325,0.9909171650069472,0.9640792621754607
62,1.0,1.0,0.0286479309975981,1.0,0.90436678505787,0.9903246249660359,0.9608272848494535
63,1.0,1.0,0.03172613062345701,1.0,0.8972289450928606,0.9913891227102755,0.9567178188941817
64,1.0,1.0,0.03149768191160444,1.0,0.9212468458178658,0.9900318339220913,0.9631055585557559
65,1.0,1.0,0.0286479309975981,1.0,0.908692909365908,0.9913322226583435,0.9558962933653239
66,1.0,1.0,0.03149768191160444,1.0,0.9155688238761098,0.9902635925751256,0.9609051686781586
67,1.0,1.0,0.0286479309975981,1.0,0.9055444372268775,0.9909109124923655,0.9562746917259352
68,1.0,1.0,0.0286479309975981,1.0,0.9187712851636826,0.9905609753993765,0.9605236260124518
69,1.0,1.0,0.03149768191160444,1.0,0.9277292642829696,0.9912144933196683,0.9549640741604939
70,1.0,1.0,0.03149768191160444,1.0,0.9239229076412742,0.9904488159276693,0.9644710807914116
71,1.0,1.0,0.03149768191160444,1.0,0.9202390945353466,0.9907952691040876,0.9630555232377296
72,1.0,1.0,0.0286479309975981,1.0,0.9250444375132277,0.99067649838285,0.963623247275625
73,1.0,1.0,0.0286479309975981,1.0,0.9128986129523742,0.990619802602865,0.9562259852806274
74,1.0,1.0,0.03149768191160444,1.0,0.9200186458097563,0.99061765106174,0.9582340654776771
75,1.0,1.0,0.0286479309975981,1.0,0.9038830757570803,0.9904999766639629,0.9545849592766593
76,1.0,1.0,0.03149768191160444,1.0,0.9097121695703434,0.9903201862191372,0.9593386415807386
77,1.0,1.0,0.0286479309975981,1.0,0.9104331797417896,0.9902115194289779,0.9563398043768996
78,1.0,1.0,0.0286479309975981,1.0,0.9309659696360711,0.9909698002696442,0.9580553081316603
79,1.0,1.0,0.0286479309975981,1.0,0.9083935151762066,0.9913282454802196,0.9622665160954224
80,1.0,1.0,0.03149768191160444,1.0,0.9256128743558201,0.9903768123266075,0.9629951430855229
81,1.0,1.0,0.03149768191160444,1.0,0.9367168143423082,0.9906154985333883,0.9600712041712066
82,1.0,1.0,0.0286479309975981,1.0,0.9364480959318722,0.9905054204821769,0.9600983310555807
83,1.0,1.0,0.028183585277161437,1.0,0.9283339285454051,0.9898497599336942,0.9591124919660584
84,1.0,1.0,0.0286479309975981,1.0,0.9275329547004405,0.9914499789975667,0.9603416589005312
85,1.0,1.0,0.0286479309975981,1.0,0.9242351780695047,0.9908551788829618,0.956678506811279
86,1.0,1.0,0.03149768191160444,1.0,0.9172165132695888,0.9909749778307648,0.9607899406836956
87,1.0,1.0,0.03149768191160444,1.0,0.9110342030666724,0.9909244487435459,0.9579085736805741
88,1.0,1.0,0.03149768191160444,1.0,0.9201431508182867,0.9907374772473638,0.9577110215805273
89,1.0,1.0,0.03149768191160444,1.0,0.9048956392594455,0.9906241027261498,0.9628674610780364
90,1.0,1.0,0.03149768191160444,1.0,0.9144496817295845,0.9904422455301862,0.9580644255122361
91,1.0,1.0,0.0286479309975981,1.0,0.9209959901458099,0.9901437257888616,0.9559801848304762
92,1.0,1.0,0.0286479309975981,1.0,0.9254766227347194,0.9903823292510388,0.9594759156610313
93,1.0,1.0,0.03149768191160444,1.0,0.9099962539477302,0.9900860559226156,0.9583539612324129
94,1.0,1.0,0.03149768191160444,1.0,0.9092958525021296,0.9899673260534253,0.9628987517005799
95,1.0,1.0,0.03149768191160444,1.0,0.912679179281156,0.9908068672561602,0.9588144761797067
96,1.0,1.0,0.03149768191160444,1.0,0.9140174329445016,0.9902014154978996,0.9583442482778399
97,1.0,1.0,0.03149768191160444,1.0,0.9147469145198606,0.9899684761917795,0.9582189403919925
98,1.0,1.0,0.0286479309975981,1.0,0.9132427590766221,0.9906283989086673,0.9591804602740666
99,1.0,1.0,0.03149768191160444,1.0,0.911367041768064,0.9913302345254054,0.9654792289408538
